prize,surface,offer name,rooms ,standard,localization_info,localization_name,latitude,longitude,floor_number,rental_cost,form_of_property,extras,garage,availability,year_of_construction,type_of_building,elevator,media,security,building_material,market
373 000 zł,"47,73 m²",Nowe funkcjonalne mieszkanie na Osiedlu Lodowa B4,2,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,parter/2,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet",brak informacji,cegła,pierwotny
406 000 zł,"52,14 m²",Mieszkanie Osiedle Lodowa B2,2,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,parter/2,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
427 000 zł,"55,45 m²",Mieszkanie z ogrodem ul. Lodowa B1,3,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,parter/2,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
383 000 zł,"49,6 m²",Mieszkanie Osiedle Lodowa A18,2,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,2/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
558 000 zł,"74,9 m²",Duże nowe 4-pokojowe mieszkanie ul. Lodowa A16,4,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,2/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
382 000 zł,"51,27 m²",Ładne mieszkanie Osiedle Lodowa A15,2,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,1/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
385 000 zł,"49,69 m²",Nowe funkcjonalne mieszkanie ul. Lodowa A14,2,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,1/2,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
567 000 zł,59 m²,59 mkw_3pokoje_parter_Nowe Miasto_Transportowa,3,do zamieszkania,Współrzędne dokładne,"Białystok, Nowe Miasto, ul. Transportowa",53.111433,23.121894,parter/2,470 zł,pełna własność,balkon,Zapytaj,brak informacji,2012,blok,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",cegła,wtórny
555 000 zł,"75,08 m²",Nowe funkcjonalne mieszkanie Osiedle Lodowa A12,4,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,1/2,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
574 000 zł,"77,12 m²",Funkcjonalne 4-pokojowe mieszkanie ul. Lodowa A11,4,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,2/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
293 000 zł,"36,89 m²",Małe mieszkanie Osiedle Lodowa A10,1,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,2/2,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
279 000 zł,"46,5 m²",3-pokojowe mieszkanie w Centrum I piętro,3,Zapytaj,Współrzędne dokładne,"ul. 1 Maja , Suwałki, Suwałki",54.09915,22.93638,1/4,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,wtórny
484 000 zł,"64,57 m²",Duże nowe 4-pokojowe mieszkanie ul. Lodowa A9,4,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,2/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
570 000 zł,"77,26 m²",Przestronne 4-pokojowe mieszkanie ul. Lodowa A7,4,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,1/2,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
479 000 zł,"64,65 m²",Duże nowe 4-pokojowe mieszkanie ul. Lodowa A5,4,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,1/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
485 000 zł,72 m²,4 pokoje_72m2_I p_Zagórna_Białystok,4,do remontu,Współrzędne dokładne,"Białystok, Dziesięciny, ul. Zagórna",53.151363,23.117973,1/4,700 zł,pełna własność,balkon,Zapytaj,brak informacji,1983,blok,nie,brak informacji,domofon / wideofon,wielka płyta,wtórny
Zapytaj o cenę,"39,15 m²",Mieszkanie - Apartamenty Jagiellońskie VI | A-36,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,3/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"54,66 m²",Mieszkanie w inwestycji Nowe Kolno | M26,3,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,2/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"59,12 m²",M3 Osiedle Parkowa - kup z rabatem do 33 000 zł!,3,do wykończenia,Współrzędne dokładne,"ul. mjr. Jana Tabortowskiego , Grajewo, grajewski",53.6381,22.472824,1/4,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"39,16 m²",Mieszkanie - Apartamenty Jagiellońskie VI | A-35,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,3/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"61,95 m²",Mieszkanie w inwestycji Nowe Kolno | M37,3,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,2/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
510 000 zł,"69,93 m²",Przestronne Mieszkanie Osiedle Lodowa E18,4,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,2/2,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2022,blok,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
Zapytaj o cenę,"42,14 m²",Ustawne Mieszkanie Nowe Kolno | M38,2,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,2/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"58,83 m²",M7 Osiedle Parkowa – kup z rabatem do 33 000 zł!,3,do wykończenia,Współrzędne dokładne,"ul. mjr. Jana Tabortowskiego , Grajewo, grajewski",53.6381,22.472824,1/5,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
219 000 zł,"35,7 m²",Kawalerka w Centrum Idealna pod inwestycje,1,do remontu,Współrzędne dokładne,"os. Osiedle II , Suwałki, Suwałki",54.098977,22.935029,2/3,470 zł,pełna własność,Zapytaj,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,cegła,wtórny
650 000 zł,"68,89 m²",Nowa Wygoda | 4 pokoje | 2018r.,4,Zapytaj,Współrzędne dokładne,"Białystok, Wygoda, ul. 42 Pułku Piechoty",53.14201,23.220704,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2018,blok,nie,brak informacji,brak informacji,cegła,wtórny
Zapytaj o cenę,"46,56 m²",M8 Osiedle Parkowa – kup z rabatem do 33 000 zł!,2,do wykończenia,Współrzędne dokładne,"ul. mjr. Jana Tabortowskiego , Grajewo, grajewski",53.6381,22.472824,1/5,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
403 760 zł,"57,68 m²",Sobola Biel A.7 M94 3pokojowe,3,do wykończenia,Współrzędne dokładne,"ul. Aleksandry Piłsudskiej , Suwałki, Suwałki",54.08858,22.938486,3/5,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,tak,brak informacji,brak informacji,brak informacji,pierwotny
363 000 zł,"64,23 m²",M9 Osiedle Parkowa – PROMOCJA!,3,do wykończenia,Współrzędne dokładne,"ul. mjr. Jana Tabortowskiego , Grajewo, grajewski",53.6381,22.472824,1/5,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,2023-08-31,2023,blok,tak,internet,domofon / wideofon,brak informacji,pierwotny
385 000 zł,"65,05 m²",Przytulne mieszkanie | Sobola Biel A.7 M96,3,do wykończenia,Współrzędne dokładne,"ul. Aleksandry Piłsudskiej , Suwałki, Suwałki",54.08858,22.938486,3/5,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,tak,brak informacji,brak informacji,brak informacji,pierwotny
399 000 zł,"60,47 m²","Mieszkanie 60,47m2 ; II piętro; ul. Raginisa",3,do remontu,Współrzędne dokładne,"ul. kpt. Władysława Raginisa , Zambrów, zambrowski",52.979358,22.242275,2/4,530 zł,pełna własność,balkon,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,domofon / wideofon,brak informacji,wtórny
367 000 zł,"56,95 m²",Mieszkanie 3-pokojowe; II piętro; ul.Świętokrzyska,3,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Zambrów, zambrowski, podlaskie",52.98537,22.24458,2/4,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,domofon / wideofon,cegła,wtórny
493 000 zł,"64,83 m²",Nowe funkcjonalne mieszkanie Osiedle Lodowa A2,4,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,parter/2,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
440 000 zł,"57,88 m²",Mieszkanie Osiedle Lodowa A1,3,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,parter/2,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
550 000 zł,"69,6 m²",Funkcjonalne Mieszkanie Przy Ul Legionowej.,3,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Piaski, Białystok, Białystok",53.129995,23.158334,3/11,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,1983,brak informacji,tak,brak informacji,brak informacji,brak informacji,wtórny
Zapytaj o cenę,"65,93 m²",Przestronne mieszkanie | Sobola Biel A.7 M101,4,do wykończenia,Współrzędne dokładne,"ul. Aleksandry Piłsudskiej , Suwałki, Suwałki",54.08858,22.938486,4/5,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
295 000 zł,"37,2 m²",Gotowe do wejścia*2-pokoje*os. Antoniuk!!!,2,do zamieszkania,Współrzędne dokładne,"Białystok, Antoniuk, ul. Antoniukowska",53.142913,23.134422,3/4,250 zł,spółdzielcze własnościowe,Zapytaj,Zapytaj,brak informacji,1970,blok,nie,brak informacji,brak informacji,cegła,wtórny
209 000 zł,22 m²,Kawalerka Sobieskiego 26,1,do zamieszkania,Współrzędne dokładne,"ul. Jana Sobieskiego , Białystok, Białystok",53.138205,23.172892,3/4,250 zł,pełna własność,Zapytaj,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,cegła,wtórny
310 250 zł,"43,09 m²",Nowoczesne mieszkanie | Sobola Biel A.7 M100,2,do wykończenia,Współrzędne dokładne,"ul. Aleksandry Piłsudskiej , Suwałki, Suwałki",54.08858,22.938486,4/5,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,tak,brak informacji,brak informacji,brak informacji,pierwotny
300 000 zł,"27,56 m²","Gotowiec inwestycyjny z najemcami, Centrum Miasta",2,do zamieszkania,Współrzędne dokładne,"Białystok, Centrum, Henryka Sienkiewicza",53.134792,23.163196,4/4,350 zł,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,kamienica,nie,brak informacji,brak informacji,brak informacji,wtórny
369 000 zł,44 m²,Mieszkanie w idealnej lokalizacji 2- pokojowe,2,Zapytaj,Współrzędne dokładne,"Białystok, Nowe Miasto, ul. Stanisława Dubois",53.10721,23.12277,3/4,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,wtórny
769 000 zł,"63,37 m²",Gotowe do wejścia 3 pokoje na ul. Młynowej!!!!,3,do zamieszkania,Współrzędne dokładne,"Białystok, Centrum, ul. Młynowa",53.12769,23.14829,7/7,700 zł,pełna własność,Zapytaj,garaż/miejsce parkingowe,2022-11-15,2021,brak informacji,nie,brak informacji,brak informacji,brak informacji,wtórny
250 000 zł,"56,57 m²","** W Nowej Cenie**Mieszkanie 56,57m2 Sokółka .",2,do remontu,Współrzędne dokładne,"os. Zielone , Sokółka, sokólski",53.397403,23.522802,parter,430 zł,pełna własność,Zapytaj,Zapytaj,brak informacji,1940,blok,nie,brak informacji,brak informacji,cegła,wtórny
469 000 zł,73 m²,"** 4 pokoje, winda, wszędzie blisko**",4,do zamieszkania,Współrzędne dokładne,"Nowe Miasto, Białystok, Białystok",53.109616,23.130866,1/6,770 zł,spółdzielcze własnościowe,Zapytaj,Zapytaj,brak informacji,1992,blok,tak,brak informacji,brak informacji,wielka płyta,wtórny
519 000 zł,51 m²,*Duży Ogródek*3 Pokoje*Gotowe Do Wprowadzenia*,3,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Skorupy, Białystok, Białystok",53.116776,23.217349,parter/5,490 zł,pełna własność,Zapytaj,Zapytaj,brak informacji,2020,blok,tak,brak informacji,brak informacji,cegła,wtórny
365 000 zł,35 m²,"Dwa pokoje, nowe budownictwo",2,do zamieszkania,Współrzędne dokładne,"Białystok, Wysoki Stoczek, Aleja Jana Pawła II",53.14041,23.10143,1/10,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,brak informacji,blok,tak,brak informacji,domofon / wideofon,cegła,wtórny
Zapytaj o cenę,"33,95 m²",Nowe mieszkanie | Sobola Biel A.7 M104,2,do wykończenia,Współrzędne dokładne,"ul. Aleksandry Piłsudskiej , Suwałki, Suwałki",54.08858,22.938486,4/5,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
395 000 zł,67 m²,Trzypokojowe mieszkanie na Zielonych Wzgórzach.,3,do remontu,Współrzędne dokładne,"Białystok, Zielone Wzgórza, ul. Zielonogórska",53.121538,23.099117,3/4,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,1988,blok,nie,"telewizja kablowa, internet",domofon / wideofon,wielka płyta,wtórny
379 900 zł,"46,4 m²","Trzypokojowe, Piaski - pod wynajem lub dla rodziny",3,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Piaski, Białystok, Białystok",53.1234,23.15125,4/4,400 zł,spółdzielcze własnościowe,balkon,Zapytaj,brak informacji,brak informacji,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,wtórny
558 000 zł,"66,38 m²",M jak Marczukowska | funkcjonalne mieszkanie M32,4,do wykończenia,Współrzędne dokładne,"Białystok, Młodych, ul. Marczukowska",53.132244,23.110912,parter/3,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2024,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
425 000 zł,"117,8 m²",Mieszkanie w zabudowie szeregowej z ogródkiem.,4,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Fasty, białostocki, podlaskie",53.176102,23.019531,1/2,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,2022,dom wolnostojący,nie,brak informacji,brak informacji,cegła,pierwotny
Zapytaj o cenę,"65,81 m²",Przestronne mieszkanie | Sobola Biel A.7 M110,4,do wykończenia,Współrzędne dokładne,"ul. Aleksandry Piłsudskiej , Suwałki, Suwałki",54.08858,22.938486,5/5,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"71,95 m²",Duo Apartamenty | mieszkanie B/21,3,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.165295,23.118647,1/2,Zapytaj,Zapytaj,Zapytaj,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
577 185 zł,"54,97 m²","3 pokoje, 54,97m2 tuż obok Młynowej",3,Zapytaj,Współrzędne dokładne,"Centrum, Białystok, Białystok",53.127599,23.144696,1/8,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2023,brak informacji,tak,brak informacji,brak informacji,brak informacji,pierwotny
Zapytaj o cenę,"56,48 m²","3-pokojowe, duży balkon z widokiem na miasto | VI",3,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,7/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
275 900 zł,"38,5 m²",SuperCena...Doskonała lokliazacja,2,Zapytaj,Współrzędne dokładne,"Bema, Białystok, Białystok",53.11958,23.13725,2/4,300 zł,Zapytaj,balkon,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,wtórny
579 000 zł,"69,79 m²",M jak Marczukowska | urocze mieszkanie M29,3,do wykończenia,Współrzędne dokładne,"Białystok, Młodych, ul. Marczukowska",53.132244,23.110912,parter/3,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2024,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
Zapytaj o cenę,"72,04 m²",Duo Apartamenty | mieszkanie B/10,3,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.165295,23.118647,1/2,Zapytaj,Zapytaj,Zapytaj,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
420 000 zł,"58,45 m²",Kopernika* 4 Pokoje* Zaproponuj Cenę*,4,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Bema, Białystok, Białystok",53.124357,23.134212,5/11,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,1976,blok,tak,brak informacji,brak informacji,brak informacji,wtórny
250 000 zł,"46,52 m²","Mieszkanie 2-pok. 46,52m2, II piętro, Nowomiejska.",2,Zapytaj,Współrzędne dokładne,"ul. Nowomiejska , Suwałki, Suwałki",54.114529,22.941233,2/3,565 zł,spółdzielcze wł. z KW,balkon,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,cegła,wtórny
335 000 zł,"48,9 m²",Szukasz M3 w Choroszczy? Sprawdź tą ofertę!!!,3,Zapytaj,Współrzędne dokładne,"ul. Powstania Styczniowego , Choroszcz, białostocki",53.14641,22.99266,2/3,614 zł,pełna własność,balkon,Zapytaj,2022-08-01,1978,brak informacji,nie,brak informacji,brak informacji,brak informacji,wtórny
351 000 zł,"40,91 m²",M jak Marczukowska | przytulne mieszkanie M28,3,do wykończenia,Współrzędne dokładne,"Białystok, Młodych, ul. Marczukowska",53.132244,23.110912,parter/3,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2024,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
Zapytaj o cenę,"44,01 m²",Duo Apartamenty | mieszkanie B/5,2,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.165295,23.118647,parter/2,Zapytaj,Zapytaj,Zapytaj,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
348 000 zł,58 m²,Mieszkanie w centrum,3,do remontu,Współrzędne dokładne,"ul. Świętokrzyska , Zambrów, zambrowski",52.984894,22.243451,parter/3,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,1960,blok,nie,brak informacji,brak informacji,cegła,wtórny
882 050 zł,"76,7 m²",Ekskluzywny zakątek Butikowa Kamienica,4,Zapytaj,Współrzędne dokładne,"Białystok, Centrum, ul. Oskara Sosnowskiego",53.129084,23.14557,3/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,"telewizja kablowa, internet",monitoring / ochrona,brak informacji,pierwotny
899 000 zł,80 m²,** Dwa Mieszkania ** Lipowa ** Pod Inwestycje **,5,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Centrum, Białystok, Białystok",53.133447,23.151731,1/3,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,brak informacji,kamienica,nie,brak informacji,brak informacji,brak informacji,wtórny
357 000 zł,"43,79 m²",M jak Marczukowska | przestronne mieszkanie M27,2,do wykończenia,Współrzędne dokładne,"Białystok, Młodych, ul. Marczukowska",53.132244,23.110912,3/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2024,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
767 425 zł,"101,19 m²",Duo Apartamenty | mieszkanie B/29,4,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.165295,23.118647,2/2,Zapytaj,Zapytaj,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2023,brak informacji,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
369 000 zł,34 m²,* 2 Pokoje * 34m2 * Nowe Budownictwo *,2,do zamieszkania,Współrzędne dokładne,"Białystok, Antoniuk, ul. Dziesięciny",53.15049,23.127894,3/6,250 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2015,blok,tak,"telewizja kablowa, internet",brak informacji,brak informacji,wtórny
283 000 zł,46 m²,"Mieszkanie, 46 m², Białystok",2,do remontu,Współrzędne dokładne,"Przydworcowe, Białystok, Białystok",53.133028,23.138445,2/10,465 zł,spółdzielcze wł. z KW,Zapytaj,Zapytaj,brak informacji,1970,blok,tak,brak informacji,brak informacji,wielka płyta,wtórny
599 000 zł,"53,89 m²","nowe z 2022 w centrum, 3 pokoje, winda",3,Zapytaj,Współrzędne dokładne,"Przydworcowe, Białystok, Białystok",53.130855,23.143033,1/6,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,brak informacji,tak,brak informacji,brak informacji,brak informacji,wtórny
489 000 zł,"79,3 m²",4 pokojowe mieszkanie blisko Politechniki,4,do zamieszkania,Współrzędne dokładne,"Nowe Miasto, Białystok, Białystok",53.1073,23.13905,3/4,700 zł,Zapytaj,Zapytaj,Zapytaj,brak informacji,1992,blok,nie,brak informacji,brak informacji,cegła,wtórny
425 000 zł,48 m²,"Centrum 2 pokoje 48 m2 parter, ogródek, parking",2,do zamieszkania,Współrzędne dokładne,"Centrum, Białystok, Białystok",53.12718,23.15465,parter/11,500 zł,pełna własność,"balkon, ogródek",Zapytaj,2022-11-27,1984,blok,tak,"telewizja kablowa, internet",domofon / wideofon,wielka płyta,wtórny
Zapytaj o cenę,"42,34 m²",Duo Apartamenty | mieszkanie B/8,2,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.165295,23.118647,1/2,Zapytaj,Zapytaj,Zapytaj,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
370 000 zł,64 m²,"Mieszkanie, 64 m², Białystok",3,do remontu,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Zielone Wzgórza, Białystok, Białystok",53.121538,23.099117,1/8,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,brak informacji,brak informacji,tak,brak informacji,brak informacji,brak informacji,wtórny
469 000 zł,"48,3 m²",Fabryczna | parter | 2 pokoje | bez balkonu,2,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Sienkiewicza, Białystok, Białystok",53.13974,23.16505,parter/3,450 zł,pełna własność,Zapytaj,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,cegła,wtórny
699 900 zł,"96,48 m²",* Nowoczesny i wyjątkowy apartament * Centrum *,3,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Centrum, Białystok, Białystok",53.137461,23.16803,1/2,400 zł,pełna własność,Zapytaj,garaż/miejsce parkingowe,brak informacji,2012,brak informacji,nie,brak informacji,brak informacji,brak informacji,wtórny
382 000 zł,"61,47 m²",3-pokojowe mieszkanie - parter - ogródek,3,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Suwałki, Suwałki, podlaskie",54.10253,22.92554,parter/4,692 zł,Zapytaj,balkon,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,brak informacji,wtórny
