prize,surface,offer name,rooms ,standard,localization_info,localization_name,latitude,longitude,floor_number,rental_cost,form_of_property,extras,garage,availability,year_of_construction,type_of_building,elevator,media,security,building_material,market
Zapytaj o cenę,"38,46 m²",Nowa Kurkowa - NOWOŚĆ - Mieszkanie 38 m2,2,Zapytaj,Współrzędne dokładne,"Wrocław, Nadodrze, ul. Kurkowa",51.120876,17.02726,4/5,Zapytaj,pełna własność,balkon,Zapytaj,0,0,0,0,0,0,0,0
Zapytaj o cenę,"35,47 m²",Nowa Kurkowa - NOWOŚĆ - Mieszkanie 35 m2,2,Zapytaj,Współrzędne dokładne,"Wrocław, Nadodrze, ul. Kurkowa",51.120876,17.02726,4/5,Zapytaj,pełna własność,balkon,Zapytaj,0,0,0,0,0,0,0,0
Zapytaj o cenę,"41,61 m²",Nowa Kurkowa w centrum Wrocławia- Mieszkanie 41 m2,2,Zapytaj,Współrzędne dokładne,"Wrocław, Nadodrze, ul. Kurkowa",51.120876,17.02726,4/5,Zapytaj,pełna własność,balkon,Zapytaj,0,0,0,0,0,0,0,0
Zapytaj o cenę,"45,46 m²",Kurkowa- Mieszkanie 45 m2 z balkonem południowym,2,Zapytaj,Współrzędne dokładne,"Wrocław, Nadodrze, ul. Kurkowa",51.120876,17.02726,4/5,Zapytaj,pełna własność,balkon,Zapytaj,0,0,0,0,0,0,0,0
Zapytaj o cenę,"38,74 m²",Nowa Kurkowa - NOWOŚĆ - Mieszkanie 38 m2,2,Zapytaj,Współrzędne dokładne,"Wrocław, Nadodrze, ul. Kurkowa",51.120876,17.02726,4/5,Zapytaj,pełna własność,Zapytaj,Zapytaj,0,0,0,0,0,0,0,0
Zapytaj o cenę,"40,28 m²","Nowa Kurkowa - Mieszkanie 40,28 m2 z wykuszem",2,do wykończenia,Współrzędne dokładne,"Wrocław, Nadodrze, ul. Kurkowa",51.120876,17.02726,4/5,Zapytaj,pełna własność,Zapytaj,Zapytaj,0,0,0,0,0,0,0,0
Zapytaj o cenę,"46,37 m²","Nowa Kurkowa - Mieszkanie 46,37 m2 z wykuszem",2,do wykończenia,Współrzędne dokładne,"Wrocław, Nadodrze, ul. Kurkowa",51.120876,17.02726,4/5,Zapytaj,pełna własność,Zapytaj,Zapytaj,0,0,0,0,0,0,0,0
839 000 zł,"69,12 m²",3 pokoje z dużym balkonem,3,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Szczepin, Wrocław, Wrocław",51.122326,17.02079,4/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,brak informacji,tak,brak informacji,domofon / wideofon,brak informacji,pierwotny
923 950 zł,"91,73 m²","4-pokojowy dom 92m2 z Ogródkiem, Bez Prowizji",4,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Krzyki, Wrocław, Wrocław",51.07855,17.05319,parter/1,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2024,szeregowiec,nie,"telewizja kablowa, internet, telefon",brak informacji,pustak,pierwotny
468 837 zł,"51,08 m²","Apartament 51m2, 3 pokoje, Bezpośrednio, 0% PCC",3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Krzyki, Wrocław, Wrocław",51.07855,17.05319,1/5,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,"telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",pustak,pierwotny
411 310 zł,"40,12 m²","Apartament 41m2, 2 pok, Gwarancja najniższej ceny!",2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Krzyki, Wrocław, Wrocław",51.07855,17.05319,2/5,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,"telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",pustak,pierwotny
412 948 zł,"39,6 m²","Apartament 40m2, 2 pokoje, Bez Prowizji, 0% PCC",2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Krzyki, Wrocław, Wrocław",51.07855,17.05319,2/5,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,"telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",pustak,pierwotny
Zapytaj o cenę,"53,94 m²",Najtańsze 3 pokoje /bez wkładu/szybki odbiór,3,do wykończenia,Współrzędne dokładne,"Wrocław, Bieńkowice, ul. Boiskowa",51.047974,17.085434,2/2,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"92,13 m²",4-pokojowe mieszkanie 92m2 + ogródek Bezpośrednio,4,do wykończenia,Współrzędne dokładne,"Wrocław, Jagodno, ul. Konduktorska",51.064129,17.059136,parter/1,Zapytaj,pełna własność,"taras, ogródek",Zapytaj,0,0,0,0,0,0,0,0
Zapytaj o cenę,"82,8 m²",4-pokojowe mieszkanie 82m2 + balkon Bez Prowizji,4,do wykończenia,Współrzędne dokładne,"ul. Buforowa , Iwiny, wrocławski",51.056053,17.053281,1/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
858 811 zł,"78,79 m²",Racławicka Platinum | mieszkanie 109-1,3,do wykończenia,Współrzędne dokładne,"Wrocław, Grabiszynek, ul. Racławicka",51.078465,16.987452,parter/3,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,2024-03-31,2024,apartamentowiec,tak,"internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, rolety antywłamaniowe",brak informacji,pierwotny
Zapytaj o cenę,"66,52 m²",3-pokojowe mieszkanie 66m2 + loggia Bez Prowizji,3,do wykończenia,Współrzędne dokładne,"Wrocław, Wojszyce, ul. Klasztorna",51.061062,17.045382,1/4,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"65,88 m²",3-pokojowe mieszkanie 65m2 + balkon Bez Prowizji,3,do wykończenia,Współrzędne dokładne,"Wrocław, Wojszyce, ul. Klasztorna",51.061062,17.045382,3/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
"568 732,32 zł","29,64 m²",Apartament L1.6 Ostoja Izerska Świeradów Zdrój,1,do wykończenia,Współrzędne dokładne,"ul. Źródlana , Świeradów-Zdrój, lubański",50.90965,15.32126,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2021,apartamentowiec,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",inne,pierwotny
Zapytaj o cenę,"101,55 m²",4-pokojowe mieszkanie 101m2 + 2 balkony,4,do wykończenia,Współrzędne dokładne,"Wrocław, Jagodno, ul. Konduktorska",51.064129,17.059136,1/1,Zapytaj,pełna własność,balkon,Zapytaj,0,0,0,0,0,0,0,0
460 337 zł,"40,81 m²",1-pokojowe mieszkanie 40m2 + loggia Bezpośrednio,1,do wykończenia,Współrzędne dokładne,"Wrocław, Ołtaszyn, ul. Nefrytowa",51.048349,17.026081,1/2,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
680 848 zł,"60,79 m²",Racławicka Platinum | mieszkanie 1-5,3,do wykończenia,Współrzędne dokładne,"Wrocław, Grabiszynek, ul. Racławicka",51.078465,16.987452,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2024-03-31,2024,apartamentowiec,tak,"internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, rolety antywłamaniowe",brak informacji,pierwotny
549 099 zł,"48,23 m²",2-pokojowe mieszkanie 48m2 + loggia Bez Prowizji,2,do wykończenia,Współrzędne dokładne,"Wrocław, Ołtaszyn, ul. Nefrytowa",51.048349,17.026081,1/2,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
573 343 zł,"29,69 m²",Apartament L2.6 Ostoja Izerska Świeradów Zdrój,1,do wykończenia,Współrzędne dokładne,"ul. Źródlana , Świeradów-Zdrój, lubański",50.90965,15.32126,2/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2021,apartamentowiec,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",inne,pierwotny
Zapytaj o cenę,"79,8 m²",4-pokojowe mieszkanie 79m2 + balkon,4,do wykończenia,Współrzędne dokładne,"ul. Buforowa , Iwiny, wrocławski",51.056053,17.053281,1/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
525 600 zł,60 m²,"Zakończenie już 2023r,",4,do wykończenia,Współrzędne dokładne,"Wrocław, Jagodno, ul. Buforowa",51.05194,17.05215,3/5,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,2023-12-29,2023,apartamentowiec,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
259 710 zł,"30,34 m²",Nowe Kawalerki*Ceny Od 259 000 zł*Iwiny,1,do wykończenia,Współrzędne dokładne,"ul. Brochowska , Iwiny, wrocławski",51.047156,17.082152,1/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,nie,"telewizja kablowa, internet",drzwi / okna antywłamaniowe,cegła,pierwotny
579 000 zł,"69,61 m²",POD KLUCZ NOWE ul. Radarowa 4 pokoje piwnica,4,do wykończenia,Współrzędne dokładne,"ul. Radarowa , Legnica, Legnica",51.194164,16.180937,2/2,Zapytaj,Zapytaj,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2021,apartamentowiec,nie,brak informacji,brak informacji,silikat,pierwotny
459 000 zł,"37,42 m²",WYPOSAŻONE gotowe Legnica OGRÓDEK + 15m piwnica,2,do zamieszkania,Współrzędne dokładne,"ul. Radarowa , Legnica, Legnica",51.194164,16.180937,parter/2,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,brak informacji,2021,apartamentowiec,nie,telewizja kablowa,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",silikat,pierwotny
399 000 zł,38 m²,GOTOWE Umeblowane 2 pokoje balkon Legnica,2,do wykończenia,Współrzędne dokładne,"ul. Radarowa , Legnica, Legnica",51.194164,16.180937,1/2,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2020,apartamentowiec,nie,telewizja kablowa,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",silikat,pierwotny
719 000 zł,"97,54 m²",Nowe z meblami Dwa poziomy LEGNICA Bielany,4,do zamieszkania,Współrzędne dokładne,"ul. Radarowa , Legnica, Legnica",51.194164,16.180937,2/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2021,apartamentowiec,nie,brak informacji,brak informacji,silikat,pierwotny
519 000 zł,"69,61 m²",GOTOWE NOWE mieszkanie Legnica ul. Radarowa,4,do wykończenia,Współrzędne dokładne,"ul. Radarowa , Legnica, Legnica",51.194164,16.180937,2/2,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2021,apartamentowiec,nie,brak informacji,brak informacji,silikat,pierwotny
639 000 zł,124 m²,WYKOŃCZONE Nowe Ogród piwnica parking W CENIE!,5,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Legnica, Legnica, dolnośląskie",51.20701,16.15532,1/2,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,brak informacji,2022,dom wolnostojący,nie,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, rolety antywłamaniowe",pustak,pierwotny
489 000 zł,"79,33 m²",Nowe Mieszkanie Willowe od dewelopera 20/80,4,do wykończenia,Współrzędne dokładne,"ul. Jałowcowa , Kiełczówek, wrocławski",51.116066,17.18706,1/1,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,internet,drzwi / okna antywłamaniowe,pustak,pierwotny
499 000 zł,"69,8 m²",Nowe Mieszkanie Willowe od dewelopera 20/80,4,do wykończenia,Współrzędne dokładne,"ul. Jałowcowa , Kiełczówek, wrocławski",51.116066,17.18706,parter/1,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,internet,drzwi / okna antywłamaniowe,pustak,pierwotny
499 000 zł,"69,8 m²",Nowe Mieszkanie Willowe od dewelopera 20/80,4,do wykończenia,Współrzędne dokładne,"ul. Jałowcowa , Kiełczówek, wrocławski",51.116066,17.18706,parter/1,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,internet,drzwi / okna antywłamaniowe,pustak,pierwotny
499 000 zł,"69,8 m²",Nowe Mieszkanie Willowe od dewelopera 20/80,4,do wykończenia,Współrzędne dokładne,"ul. Jałowcowa , Kiełczówek, wrocławski",51.116066,17.18706,parter/1,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,internet,drzwi / okna antywłamaniowe,pustak,pierwotny
489 000 zł,"79,33 m²",Nowe Mieszkanie Willowe od dewelopera 20/80,4,do wykończenia,Współrzędne dokładne,"ul. Jałowcowa , Kiełczówek, wrocławski",51.116066,17.18706,1/1,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,internet,drzwi / okna antywłamaniowe,pustak,pierwotny
499 000 zł,"69,8 m²",Nowe Mieszkanie Willowe od dewelopera 20/80,4,do wykończenia,Współrzędne dokładne,"ul. Jałowcowa , Kiełczówek, wrocławski",51.116066,17.18706,parter/1,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,internet,drzwi / okna antywłamaniowe,pustak,pierwotny
345 807 zł,"44,91 m²",Mieszkanie z Tarasem,3,Zapytaj,Współrzędne dokładne,"ul. Książęca , Legnica, Legnica",51.2076,16.149834,parter/4,Zapytaj,Zapytaj,taras,garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,nie,brak informacji,brak informacji,brak informacji,pierwotny
549 000 zł,"65,86 m²",Klucze do odbioru/ idealne dla rodziny/ Promocja,4,do wykończenia,Współrzędne dokładne,"Zakrzów, Wrocław, Wrocław",51.16264,17.12708,4/4,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,2022,blok,tak,brak informacji,brak informacji,brak informacji,pierwotny
290 811 zł,"32,86 m²","32,86m2 | 2 pok. na południu Wrocławia",2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Iwiny, wrocławski, dolnośląskie",51.04106,17.07602,1/1,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet",brak informacji,silikat,pierwotny
812 000 zł,"81,15 m²",4 pokoje | Cicha okolica | Partynice | Dla rodziny,4,Zapytaj,Współrzędne dokładne,"Wrocław, Partynice, ul. Jeździecka",51.06273,16.99387,4/5,Zapytaj,Zapytaj,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2022,brak informacji,tak,brak informacji,brak informacji,brak informacji,pierwotny
949 000 zł,"87,41 m²",Rodzinne mieszkanie z osobną łazienką w sypialni,4,Zapytaj,Współrzędne dokładne,"Wrocław, Szczepin, ul. Długa",51.122326,17.02079,4/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,brak informacji,tak,brak informacji,domofon / wideofon,brak informacji,pierwotny
519 500 zł,"45,72 m²",2 pokoje | Cicha okolica | Partynice | Inwestycja,2,Zapytaj,Współrzędne dokładne,"Wrocław, Partynice, ul. Jeździecka",51.06273,16.99387,5/5,Zapytaj,Zapytaj,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2022,brak informacji,tak,brak informacji,brak informacji,brak informacji,pierwotny
599 000 zł,"39,72 m²",2 pokoje | Dojazd tramwajem na Plac Grunwaldzki,2,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Szczepin, Wrocław, Wrocław",51.122326,17.02079,4/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,brak informacji,tak,brak informacji,domofon / wideofon,brak informacji,pierwotny
561 708 zł,"44,58 m²",Racławicka Platinum | mieszkanie 111-1,2,do wykończenia,Współrzędne dokładne,"Wrocław, Grabiszynek, ul. Racławicka",51.078465,16.987452,parter/3,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,2024-03-31,2024,apartamentowiec,tak,"internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, rolety antywłamaniowe",brak informacji,pierwotny
504 400 zł,"55,67 m²",4 pokoje _ Idealne pod wynajem_15 min od Rynku,4,do wykończenia,Współrzędne dokładne,"Krzyki, Wrocław, Wrocław",51.06415,17.052503,2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
761 940 zł,"49,8 m²",Mieszkanie|Śródmieście|3Pok|Bez Prowizji,3,Zapytaj,Współrzędne dokładne,"Wrocław, Śródmieście, ul. Mieszczańska",51.11857,17.02455,6/6,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,2023-11-29,2023,brak informacji,tak,brak informacji,monitoring / ochrona,brak informacji,pierwotny
Zapytaj o cenę,"81,88 m²",4-pokojowe mieszkanie 81m2 + 2 tarasy,4,do wykończenia,Współrzędne dokładne,"ul. Buforowa , Iwiny, wrocławski",51.056053,17.053281,4/4,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"66,36 m²",3-pokojowe mieszkanie 66m2 + balkon Bezpośrednio,3,do wykończenia,Współrzędne dokładne,"ul. Buforowa , Iwiny, wrocławski",51.056053,17.053281,4/5,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"78,87 m²",4-pokojowe mieszkanie 78m2 + taras Bezpośrednio,4,do wykończenia,Współrzędne dokładne,"Wrocław, Wojszyce, ul. Klasztorna",51.061062,17.045382,4/4,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"34,29 m²",2-pokojowe mieszkanie 34m2 + ogródek Bez Prowizji,2,do wykończenia,Współrzędne dokładne,"ul. Buforowa , Iwiny, wrocławski",51.056053,17.053281,parter/4,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"53,71 m²",3-pokojowe mieszkanie 53m2 + 2 tarasy,3,do wykończenia,Współrzędne dokładne,"Wrocław, Wojszyce, ul. Klasztorna",51.061062,17.045382,4/4,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"65,51 m²",3-pokojowe mieszkanie 65m2 + balkon Bezpośrednio,3,do wykończenia,Współrzędne dokładne,"Wrocław, Ołbin, bulw. kard. Stefana Wyszyńskiego",51.117535,17.050995,6/6,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"71,07 m²",4-pokojowe mieszkanie 71m2 + balkon,4,do wykończenia,Współrzędne dokładne,"Wrocław, Zakrzów, Danuty Siedzikówny",51.155638,17.125618,1/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"82,8 m²",4-pokojowe mieszkanie 82m2 + 2 ogródki,4,do wykończenia,Współrzędne dokładne,"ul. Buforowa , Iwiny, wrocławski",51.056053,17.053281,parter/4,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"70,92 m²",3-pokojowe mieszkanie 70m2 + loggia,3,do wykończenia,Współrzędne dokładne,"ul. Buforowa , Iwiny, wrocławski",51.056053,17.053281,2/5,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"50,43 m²",2-pokojowe mieszkanie 50m2 + balkon,2,do wykończenia,Współrzędne dokładne,"ul. Buforowa , Iwiny, wrocławski",51.056053,17.053281,1/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
796 100 zł,76 m²,5-pokojowe mieszkanie 76m2 + balkon Bez Prowizji,5,do wykończenia,Współrzędne dokładne,"Wrocław, Oporów, ul. Ibn Siny Awicenny",51.082544,16.957264,3/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"83,95 m²",4-pokojowe mieszkanie 83m2 + taras Bez Prowizji,4,do wykończenia,Współrzędne dokładne,"Wrocław, Ołbin, bulw. kard. Stefana Wyszyńskiego",51.117535,17.050995,6/6,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"66,95 m²",4-pokojowe mieszkanie 66m2 + balkon Bezpośrednio,4,do wykończenia,Współrzędne dokładne,"Wrocław, Wojszyce, ul. Klasztorna",51.061062,17.045382,1/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"29,12 m²",1-pokojowe mieszkanie 29m2 + ogródek Bez Prowizji,1,do wykończenia,Współrzędne dokładne,"ul. Buforowa , Iwiny, wrocławski",51.056053,17.053281,parter/4,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"67,23 m²",3-pokojowe mieszkanie 67m2 + loggia Bezpośrednio,3,do wykończenia,Współrzędne dokładne,"Wrocław, Ołbin, bulw. kard. Stefana Wyszyńskiego",51.117535,17.050995,1/6,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
543 832 zł,"59,41 m²","Mieszkanie 3-pokojowe, garaż, spokojna okolica",3,do wykończenia,Współrzędne dokładne,"Wrocław, Muchobór Wielki, ul. Jurija Gagarina",51.095298,16.934654,2/2,410 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2021,blok,tak,"telewizja kablowa, internet",domofon / wideofon,inne,pierwotny
756 563 zł,"80,42 m²","4-pokojowe mieszkanie z ogródkiem, Muchobór Wielki",4,do wykończenia,Współrzędne dokładne,"Wrocław, Muchobór Wielki, ul. Jurija Gagarina",51.095298,16.934654,parter/2,410 zł,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,2021,blok,tak,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon",inne,pierwotny
549 000 zł,"65,86 m²",Gotowe/4pok/balkon/nowe osiedle/cena 549 tys!,4,do wykończenia,Współrzędne dokładne,"Wrocław, Zakrzów, ul. Odolanowska",51.163412,17.142365,2/4,500 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,202,blok,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",silikat,pierwotny
440 916 zł,"52,49 m²","2 Pokojowe, Gotowe, Z Dobrą Komunikacją",2,do wykończenia,Współrzędne dokładne,"Wrocław, Zakrzów, ul. Zatorska",51.157986,17.131061,2/4,480 zł,pełna własność,balkon,Zapytaj,2021-11-30,2021,blok,tak,internet,"drzwi / okna antywłamaniowe, domofon / wideofon, rolety antywłamaniowe",inne,pierwotny
509 273 zł,"60,7 m²",Gotowe 3 pokojowe we Wrocławiu za 8390pln/2,3,do wykończenia,Współrzędne dokładne,"Wrocław, Zakrzów, ul. Zatorska",51.157986,17.131061,1/4,590 zł,pełna własność,balkon,garaż/miejsce parkingowe,2021-09-30,2021,blok,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon, rolety antywłamaniowe",inne,pierwotny
350 000 zł,50 m²,Mieszkania deweloperskie - Bielany - Legnica,3,do wykończenia,Współrzędne dokładne,"ul. Bielańska , Legnica, Legnica",51.195675,16.173515,3/3,Zapytaj,Zapytaj,Zapytaj,garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,nie,brak informacji,brak informacji,brak informacji,pierwotny
312 850 zł,"62,57 m²",Piława Górna | PREFERENCYJNE warunki zakupu | B4,3,do zamieszkania,Współrzędne dokładne,"ul. Osiedlowa , Piława Górna, dzierżoniowski",50.681187,16.752176,1/4,Zapytaj,spółdzielcze własnościowe,"balkon, taras",garaż/miejsce parkingowe,2023-12-31,2023,blok,tak,internet,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
239 975 zł,"33,1 m²",Dzierżoniów | PREFERENCYJNE warunki zakupu,1,do zamieszkania,Współrzędne dokładne,"ul. Janusza Korczaka , Dzierżoniów, dzierżoniowski",50.74078,16.653175,3/4,Zapytaj,spółdzielcze własnościowe,balkon,garaż/miejsce parkingowe,2023-12-31,2023,blok,tak,internet,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
350 550 zł,"42,75 m²",Oleśnica centrum - Osiedle Kolejowa | M91,2,do wykończenia,Współrzędne dokładne,"ul. Kolejowa , Oleśnica, oleśnicki",51.20167,17.384441,2/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,tak,"telewizja kablowa, internet",domofon / wideofon,silikat,pierwotny
505 319 zł,"42,86 m²",Nowość ! Kameralne mieszkanie z widokiem na góry!,2,do wykończenia,Współrzędne dokładne,"ul. Muzealna , Szklarska Poręba, karkonoski",50.83765,15.543352,parter/2,Zapytaj,pełna własność,"balkon, taras",Zapytaj,0,0,0,0,0,0,0,0
795 900 zł,"116,91 m²","Osada Sportowa - mieszkanie 116,91 m2 - B0.11",4,Zapytaj,Współrzędne dokładne,"ul. Granitowa , Smolec, wrocławski",51.084194,16.910044,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,silikat,pierwotny
Zapytaj o cenę,"65,55 m²",Vivant Home | mieszkanie C-2/4/3/3,2,do wykończenia,Współrzędne dokładne,"Świdnica, Centrum, ul. Parkowa",50.85063,16.49414,4/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
740 103 zł,"92,09 m²",Mieszkanie 92m2 z ogródkiem Tymiankowa,4,do wykończenia,Współrzędne dokładne,"Wrocław, Lipa Piotrowska, ul. Tymiankowa",51.17677,16.995142,parter,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, rolety antywłamaniowe",silikat,pierwotny
